date_TTM_30,exdate_TTM_30,kappa_TTM_30,date_TTM_60,exdate_TTM_60,kappa_TTM_60,date_TTM_90,exdate_TTM_90,kappa_TTM_90,date_TTM_180,exdate_TTM_180,kappa_TTM_180
20140220,20140321,0.851848261995281,20140218,20140417,0.97652152397459,20140623,20140919,0.887314685738065,NaN,NaN,NaN
20140320,20140417,0.851754436612892,20140318,20140516,0.976474146110462,20140721,20141017,0.88804029538376,NaN,NaN,NaN
20140417,20140516,0.851810696443557,20140422,20140620,0.975837187394642,20140825,20141121,0.887769166672709,NaN,NaN,NaN
20140522,20140620,0.851694150366883,20140520,20140718,0.975731371791718,20140922,20141219,0.887402617672259,NaN,NaN,NaN
20140619,20140718,0.852499560784625,20140617,20140815,0.976314130648708,20141020,20150116,0.886224828037002,NaN,NaN,NaN
20140717,20140815,0.851773474684997,20140722,20140919,0.976632858761955,20141124,20150220,0.887966231698804,NaN,NaN,NaN
20140821,20140919,0.851687511572263,20140819,20141017,0.976462779966709,20141222,20150320,0.888572304296396,NaN,NaN,NaN
20140918,20141017,0.852217415832832,20140923,20141121,0.976320475524411,20150120,20150417,0.887769916597112,NaN,NaN,NaN
20141023,20141121,0.851152526130991,20141021,20141219,0.976070087839759,20150217,20150515,0.888610854412404,NaN,NaN,NaN
20141120,20141219,0.851963240564828,20141118,20150116,0.976119175047264,20150323,20150619,0.888249388018182,NaN,NaN,NaN
20141218,20150116,0.851446493851996,20141222,20150220,0.976985372214028,20150420,20150717,0.887831384556982,NaN,NaN,NaN
20150121,20150220,0.85111809351518,20150120,20150320,0.976816035668419,20150526,20150821,0.887988987142543,NaN,NaN,NaN
20150218,20150320,0.851555089351924,20150217,20150417,0.977149106958678,20150622,20150918,0.887952814624793,NaN,NaN,NaN
20150318,20150417,0.851873165793264,20150316,20150515,0.976624554850883,20150720,20151016,0.88799278255634,NaN,NaN,NaN
20150415,20150515,0.851207456875314,20150420,20150619,0.976345693986223,20150824,20151120,0.886965748328158,NaN,NaN,NaN
20150520,20150619,0.850925575877614,20150518,20150717,0.976541019438446,20150921,20151218,0.885451056452141,NaN,NaN,NaN
20150617,20150717,0.851288199909291,20150622,20150821,0.976319259916866,20151019,20160115,0.886373170172515,NaN,NaN,NaN
20150722,20150821,0.851654581468933,20150720,20150918,0.976210952653316,20151123,20160219,0.887387743039137,NaN,NaN,NaN
20150819,20150918,0.851328845360832,20150817,20151016,0.976554216345837,20151221,20160318,0.887511908373237,NaN,NaN,NaN
20150916,20151016,0.850201334062142,20150921,20151120,0.974943900687636,20160119,20160415,0.885398585632746,NaN,NaN,NaN
