date_30,rf_gross_TTM30,date_60,rf_gross_TTM60,date_90,rf_gross_TTM90,date_180,rf_gross_TTM180
20171115,1.00101762339075,20171120,1.00232782577461,20180319,1.00512834450563,,
20171220,1.00123069010453,20171218,1.00257976149081,20180423,1.00538259522225,,
20180117,1.0012485063181,20180116,1.00265814860537,20180521,1.00533389953751,,
20180214,1.00128239149122,20180220,1.00294595973994,20180625,1.00555644080211,,
20180321,1.00149296203399,20180319,1.00335567957133,20180723,1.00556541158962,,
20180418,1.0015234472905,20180416,1.0034366468217,20180820,1.00550376194928,,
20180516,1.00154636126215,20180521,1.00350179397598,20180924,1.00585823331191,,
20180620,1.00167481668609,20180618,1.00362440257716,20181022,1.00617168091928,,
20180718,1.00167123948334,20180723,1.00366238626257,20181119,1.00625917773702,,
20180822,1.00165682506747,20180820,1.00361690133572,20181217,1.00646003854413,,
20180919,1.00174705398239,20180917,1.00374793697003,20190118,1.00651934896091,,
20181017,1.00183334109619,20181022,1.00402617478479,20190219,1.00614871597867,,
20181121,1.00186490377508,20181119,1.00411850835925,20190325,1.00616339454599,,
20181219,1.00199004460527,20181217,1.00427748475327,20190422,1.00617577919799,,
20190116,1.00201747834899,20190114,1.00426071503429,20190520,1.0060034555706,,
20190213,1.00200769176462,20190219,1.00403809211571,20190624,1.0052986294311,,
20190319,1.00199821553052,20190318,1.00419449367553,20190722,1.00531677959694,,
20190417,1.00200002690571,20190422,1.00415287210856,20190819,1.00494371438478,,
20190522,1.00196030895991,20190520,1.0040636129616,20190923,1.00490479611559,,
20190619,1.00191629848405,20190617,1.00385840058116,20191021,1.00451065558331,,
20190717,1.00185592700414,20190722,1.00366315804192,20191125,1.0044105500667,,
20190821,1.00174099492464,20190819,1.00343086994634,20191223,1.00438228337078,,
20190918,1.00164308931184,20190916,1.0034272085787,20200121,1.0040874168223,,
20191016,1.00151065815874,20191021,1.00304621013187,20200218,1.00391976990121,,
20191120,1.00137556235814,20191118,1.00295469658903,20200323,1.00190264886602,,
20191218,1.00140455670547,20191223,1.002974892527,20200420,1.00146028386335,,
20200122,1.00132747873774,20200121,1.00273846705913,20200526,1.00065427768997,,
20200219,1.00131899407723,20200218,1.00265903666891,20200622,1.00063938927018,,
20200318,1.00062530752818,20200316,1.00100424174824,20200720,1.00055495023792,,
20200415,1.00058594461937,20200420,1.00107349979474,20200824,1.00050253190299,,
20200520,1.00013211459427,20200518,1.00040658796991,20200921,1.00049810088778,,
20200617,1.00015017188993,20200622,1.00040969590539,20201019,1.00048289339339,,
20200722,1.00013818523946,20200720,1.00035305522205,20201123,1.00050425612027,,
20200819,1.00013066301316,20200817,1.00031707192008,20201221,1.00042281095232,,
20200916,1.00011917419776,20200921,1.00030905620694,20210119,1.00040620369482,,
20201021,1.00011642829877,20201019,1.00030096211791,20210222,1.00033764312266,,
20201118,1.00011633033434,20201116,1.00031263166732,20210322,1.00036482188005,,
20201216,1.00012334566581,20201221,1.00028306757611,20210419,1.00039620748237,,
20210120,1.00010219307016,20210119,1.00026247760834,20210524,1.00030430035748,,
20210217,1.00008947148805,20210216,1.00021498290982,20210621,1.00030355382048,,
20210317,1.0000873691635,20210322,1.00023227972227,20210719,1.00028307847011,,
